"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"90 years"	"90"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	949	Not Applicable	Not Applicable
	"90 years"	"90"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12385	Not Applicable	Not Applicable
	"90 years"	"90"	"Mental and behavioural disorders"	"F01-F99"	26098	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the nervous system"	"G00-G98"	41121	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the circulatory system"	"I00-I99"	113460	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the respiratory system"	"J00-J98"	27790	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the digestive system"	"K00-K92"	7341	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	500	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1325	Not Applicable	Not Applicable
	"90 years"	"90"	"Diseases of the genitourinary system"	"N00-N98"	8653	Not Applicable	Not Applicable
	"90 years"	"90"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	108	Not Applicable	Not Applicable
	"90 years"	"90"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3617	Not Applicable	Not Applicable
	"90 years"	"90"	"Codes for special purposes"	"U00-U99"	16035	Not Applicable	Not Applicable
	"90 years"	"90"	"External causes of morbidity and mortality"	"V01-Y89"	9427	Not Applicable	Not Applicable
	"91 years"	"91"	"Certain infectious and parasitic diseases"	"A00-B99"	4554	Not Applicable	Not Applicable
	"91 years"	"91"	"Neoplasms"	"C00-D48"	32548	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	888	Not Applicable	Not Applicable
	"91 years"	"91"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11460	Not Applicable	Not Applicable
	"91 years"	"91"	"Mental and behavioural disorders"	"F01-F99"	26098	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the nervous system"	"G00-G98"	39122	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the eye and adnexa"	"H00-H57"	12	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the circulatory system"	"I00-I99"	109891	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the respiratory system"	"J00-J98"	25923	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the digestive system"	"K00-K92"	6816	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	485	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1244	Not Applicable	Not Applicable
	"91 years"	"91"	"Diseases of the genitourinary system"	"N00-N98"	8053	Not Applicable	Not Applicable
	"91 years"	"91"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	107	Not Applicable	Not Applicable
	"91 years"	"91"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3510	Not Applicable	Not Applicable
	"91 years"	"91"	"Codes for special purposes"	"U00-U99"	14771	Not Applicable	Not Applicable
	"91 years"	"91"	"External causes of morbidity and mortality"	"V01-Y89"	8887	Not Applicable	Not Applicable
	"92 years"	"92"	"Certain infectious and parasitic diseases"	"A00-B99"	4147	Not Applicable	Not Applicable
	"92 years"	"92"	"Neoplasms"	"C00-D48"	27560	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	790	Not Applicable	Not Applicable
	"92 years"	"92"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10380	Not Applicable	Not Applicable
	"92 years"	"92"	"Mental and behavioural disorders"	"F01-F99"	25065	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the nervous system"	"G00-G98"	36632	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the circulatory system"	"I00-I99"	103418	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the respiratory system"	"J00-J98"	22917	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the digestive system"	"K00-K92"	6267	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	445	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1176	Not Applicable	Not Applicable
	"92 years"	"92"	"Diseases of the genitourinary system"	"N00-N98"	7594	Not Applicable	Not Applicable
	"92 years"	"92"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	96	Not Applicable	Not Applicable
	"92 years"	"92"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3376	Not Applicable	Not Applicable
	"92 years"	"92"	"Codes for special purposes"	"U00-U99"	13276	Not Applicable	Not Applicable
	"92 years"	"92"	"External causes of morbidity and mortality"	"V01-Y89"	8181	Not Applicable	Not Applicable
	"93 years"	"93"	"Certain infectious and parasitic diseases"	"A00-B99"	3631	Not Applicable	Not Applicable
	"93 years"	"93"	"Neoplasms"	"C00-D48"	23470	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	781	Not Applicable	Not Applicable
	"93 years"	"93"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	9296	Not Applicable	Not Applicable
	"93 years"	"93"	"Mental and behavioural disorders"	"F01-F99"	24033	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the nervous system"	"G00-G98"	33727	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the circulatory system"	"I00-I99"	94794	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the respiratory system"	"J00-J98"	20407	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the digestive system"	"K00-K92"	5492	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	415	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1028	Not Applicable	Not Applicable
	"93 years"	"93"	"Diseases of the genitourinary system"	"N00-N98"	6599	Not Applicable	Not Applicable
	"93 years"	"93"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	83	Not Applicable	Not Applicable
	"93 years"	"93"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3272	Not Applicable	Not Applicable
	"93 years"	"93"	"Codes for special purposes"	"U00-U99"	12327	Not Applicable	Not Applicable
	"93 years"	"93"	"External causes of morbidity and mortality"	"V01-Y89"	7477	Not Applicable	Not Applicable
	"94 years"	"94"	"Certain infectious and parasitic diseases"	"A00-B99"	3025	Not Applicable	Not Applicable
	"94 years"	"94"	"Neoplasms"	"C00-D48"	18638	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	663	Not Applicable	Not Applicable
	"94 years"	"94"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	8005	Not Applicable	Not Applicable
	"94 years"	"94"	"Mental and behavioural disorders"	"F01-F99"	21828	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the nervous system"	"G00-G98"	29899	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the circulatory system"	"I00-I99"	85256	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the respiratory system"	"J00-J98"	17717	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the digestive system"	"K00-K92"	4685	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	330	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	915	Not Applicable	Not Applicable
	"94 years"	"94"	"Diseases of the genitourinary system"	"N00-N98"	5774	Not Applicable	Not Applicable
	"94 years"	"94"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	71	Not Applicable	Not Applicable
	"94 years"	"94"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3044	Not Applicable	Not Applicable
	"94 years"	"94"	"Codes for special purposes"	"U00-U99"	10327	Not Applicable	Not Applicable
	"94 years"	"94"	"External causes of morbidity and mortality"	"V01-Y89"	6296	Not Applicable	Not Applicable
	"95 years"	"95"	"Certain infectious and parasitic diseases"	"A00-B99"	2475	Not Applicable	Not Applicable
	"95 years"	"95"	"Neoplasms"	"C00-D48"	14955	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	563	Not Applicable	Not Applicable
	"95 years"	"95"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7002	Not Applicable	Not Applicable
	"95 years"	"95"	"Mental and behavioural disorders"	"F01-F99"	19081	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the nervous system"	"G00-G98"	25807	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the circulatory system"	"I00-I99"	73838	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the respiratory system"	"J00-J98"	14269	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the digestive system"	"K00-K92"	3901	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	285	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	807	Not Applicable	Not Applicable
	"95 years"	"95"	"Diseases of the genitourinary system"	"N00-N98"	4750	Not Applicable	Not Applicable
	"95 years"	"95"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	43	Not Applicable	Not Applicable
	"95 years"	"95"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2731	Not Applicable	Not Applicable
	"95 years"	"95"	"Codes for special purposes"	"U00-U99"	8607	Not Applicable	Not Applicable
	"95 years"	"95"	"External causes of morbidity and mortality"	"V01-Y89"	5271	Not Applicable	Not Applicable
	"96 years"	"96"	"Certain infectious and parasitic diseases"	"A00-B99"	1997	Not Applicable	Not Applicable
	"96 years"	"96"	"Neoplasms"	"C00-D48"	10983	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	492	Not Applicable	Not Applicable
	"96 years"	"96"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5667	Not Applicable	Not Applicable
	"96 years"	"96"	"Mental and behavioural disorders"	"F01-F99"	16669	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the nervous system"	"G00-G98"	21184	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the circulatory system"	"I00-I99"	62069	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the respiratory system"	"J00-J98"	11515	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the digestive system"	"K00-K92"	3186	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	234	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	603	Not Applicable	Not Applicable
	"96 years"	"96"	"Diseases of the genitourinary system"	"N00-N98"	4060	Not Applicable	Not Applicable
	"96 years"	"96"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	52	Not Applicable	Not Applicable
	"96 years"	"96"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2576	Not Applicable	Not Applicable
	"96 years"	"96"	"Codes for special purposes"	"U00-U99"	7060	Not Applicable	Not Applicable
	"96 years"	"96"	"External causes of morbidity and mortality"	"V01-Y89"	4294	Not Applicable	Not Applicable
	"97 years"	"97"	"Certain infectious and parasitic diseases"	"A00-B99"	1482	Not Applicable	Not Applicable
	"97 years"	"97"	"Neoplasms"	"C00-D48"	8175	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	382	Not Applicable	Not Applicable
	"97 years"	"97"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4465	Not Applicable	Not Applicable
	"97 years"	"97"	"Mental and behavioural disorders"	"F01-F99"	13559	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the nervous system"	"G00-G98"	17277	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the circulatory system"	"I00-I99"	49828	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the respiratory system"	"J00-J98"	9135	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the digestive system"	"K00-K92"	2475	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	189	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	557	Not Applicable	Not Applicable
	"97 years"	"97"	"Diseases of the genitourinary system"	"N00-N98"	3071	Not Applicable	Not Applicable
	"97 years"	"97"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	29	Not Applicable	Not Applicable
	"97 years"	"97"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2198	Not Applicable	Not Applicable
	"97 years"	"97"	"Codes for special purposes"	"U00-U99"	5539	Not Applicable	Not Applicable
	"97 years"	"97"	"External causes of morbidity and mortality"	"V01-Y89"	3416	Not Applicable	Not Applicable
	"98 years"	"98"	"Certain infectious and parasitic diseases"	"A00-B99"	1121	Not Applicable	Not Applicable
	"98 years"	"98"	"Neoplasms"	"C00-D48"	5709	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	271	Not Applicable	Not Applicable
	"98 years"	"98"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3395	Not Applicable	Not Applicable
	"98 years"	"98"	"Mental and behavioural disorders"	"F01-F99"	10375	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the nervous system"	"G00-G98"	13366	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the circulatory system"	"I00-I99"	38153	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the respiratory system"	"J00-J98"	6888	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the digestive system"	"K00-K92"	1815	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	141	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	380	Not Applicable	Not Applicable
	"98 years"	"98"	"Diseases of the genitourinary system"	"N00-N98"	2281	Not Applicable	Not Applicable
	"98 years"	"98"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	25	Not Applicable	Not Applicable
	"98 years"	"98"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1828	Not Applicable	Not Applicable
	"98 years"	"98"	"Codes for special purposes"	"U00-U99"	4150	Not Applicable	Not Applicable
	"98 years"	"98"	"External causes of morbidity and mortality"	"V01-Y89"	2523	Not Applicable	Not Applicable
	"99 years"	"99"	"Certain infectious and parasitic diseases"	"A00-B99"	771	Not Applicable	Not Applicable
	"99 years"	"99"	"Neoplasms"	"C00-D48"	3637	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	189	Not Applicable	Not Applicable
	"99 years"	"99"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2372	Not Applicable	Not Applicable
	"99 years"	"99"	"Mental and behavioural disorders"	"F01-F99"	7862	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the nervous system"	"G00-G98"	9789	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the circulatory system"	"I00-I99"	27746	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the respiratory system"	"J00-J98"	4794	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the digestive system"	"K00-K92"	1326	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	94	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	287	Not Applicable	Not Applicable
	"99 years"	"99"	"Diseases of the genitourinary system"	"N00-N98"	1601	Not Applicable	Not Applicable
	"99 years"	"99"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	15	Not Applicable	Not Applicable
	"99 years"	"99"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1498	Not Applicable	Not Applicable
	"99 years"	"99"	"Codes for special purposes"	"U00-U99"	3089	Not Applicable	Not Applicable
	"99 years"	"99"	"External causes of morbidity and mortality"	"V01-Y89"	1827	Not Applicable	Not Applicable
	"100+ years"	"100"	"Certain infectious and parasitic diseases"	"A00-B99"	1308	Not Applicable	Not Applicable
	"100+ years"	"100"	"Neoplasms"	"C00-D48"	5793	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	410	Not Applicable	Not Applicable
	"100+ years"	"100"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4930	Not Applicable	Not Applicable
	"100+ years"	"100"	"Mental and behavioural disorders"	"F01-F99"	15483	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the nervous system"	"G00-G98"	18756	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the circulatory system"	"I00-I99"	56050	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the respiratory system"	"J00-J98"	9126	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the digestive system"	"K00-K92"	2233	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	231	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	655	Not Applicable	Not Applicable
	"100+ years"	"100"	"Diseases of the genitourinary system"	"N00-N98"	3049	Not Applicable	Not Applicable
	"100+ years"	"100"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	39	Not Applicable	Not Applicable
	"100+ years"	"100"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4152	Not Applicable	Not Applicable
	"100+ years"	"100"	"Codes for special purposes"	"U00-U99"	5600	Not Applicable	Not Applicable
	"100+ years"	"100"	"External causes of morbidity and mortality"	"V01-Y89"	3280	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Neoplasms"	"C00-D48"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mental and behavioural disorders"	"F01-F99"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Diseases of the circulatory system"	"I00-I99"	144	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Diseases of the respiratory system"	"J00-J98"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Diseases of the digestive system"	"K00-K92"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	106	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"External causes of morbidity and mortality"	"V01-Y89"	102	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"Group By: Single-Year Ages; ICD Chapter"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Apr 14, 2024 2:04:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Apr 14, 2024 2:04:33 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. The population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"7. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"8. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
