"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"36 years"	"36"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	84	8733192	1.0
	"36 years"	"36"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	516	8733192	5.9
	"36 years"	"36"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	317	8733192	3.6
	"36 years"	"36"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	301	8733192	3.4
	"36 years"	"36"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1311	8733192	15.0
	"36 years"	"36"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	339	8733192	3.9
	"36 years"	"36"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	759	8733192	8.7
	"36 years"	"36"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	16	8733192	Unreliable
	"36 years"	"36"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	102	8733192	1.2
	"36 years"	"36"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	164	8733192	1.9
	"36 years"	"36"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	285	8733192	3.3
	"36 years"	"36"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	89	8733192	1.0
	"36 years"	"36"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	169	8733192	1.9
	"36 years"	"36"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	552	8733192	6.3
	"36 years"	"36"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4521	8733192	51.8
	"36 years"	"36"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	445	8815790	5.0
	"36 years"	"36"	"Male"	"M"	"Neoplasms"	"C00-D48"	1207	8815790	13.7
	"36 years"	"36"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	87	8815790	1.0
	"36 years"	"36"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	790	8815790	9.0
	"36 years"	"36"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	663	8815790	7.5
	"36 years"	"36"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	400	8815790	4.5
	"36 years"	"36"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2599	8815790	29.5
	"36 years"	"36"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	417	8815790	4.7
	"36 years"	"36"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1197	8815790	13.6
	"36 years"	"36"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	23	8815790	0.3
	"36 years"	"36"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	55	8815790	0.6
	"36 years"	"36"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	169	8815790	1.9
	"36 years"	"36"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	104	8815790	1.2
	"36 years"	"36"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	373	8815790	4.2
	"36 years"	"36"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	996	8815790	11.3
	"36 years"	"36"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	13307	8815790	150.9
	"37 years"	"37"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	293	8699147	3.4
	"37 years"	"37"	"Female"	"F"	"Neoplasms"	"C00-D48"	1905	8699147	21.9
	"37 years"	"37"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	84	8699147	1.0
	"37 years"	"37"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	546	8699147	6.3
	"37 years"	"37"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	324	8699147	3.7
	"37 years"	"37"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	333	8699147	3.8
	"37 years"	"37"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1478	8699147	17.0
	"37 years"	"37"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	352	8699147	4.0
	"37 years"	"37"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	839	8699147	9.6
	"37 years"	"37"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	27	8699147	0.3
	"37 years"	"37"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	102	8699147	1.2
	"37 years"	"37"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	177	8699147	2.0
	"37 years"	"37"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	236	8699147	2.7
	"37 years"	"37"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	91	8699147	1.0
	"37 years"	"37"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	186	8699147	2.1
	"37 years"	"37"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	584	8699147	6.7
	"37 years"	"37"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4643	8699147	53.4
	"37 years"	"37"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	460	8746703	5.3
	"37 years"	"37"	"Male"	"M"	"Neoplasms"	"C00-D48"	1409	8746703	16.1
	"37 years"	"37"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	103	8746703	1.2
	"37 years"	"37"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	862	8746703	9.9
	"37 years"	"37"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	650	8746703	7.4
	"37 years"	"37"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	473	8746703	5.4
	"37 years"	"37"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2975	8746703	34.0
	"37 years"	"37"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	411	8746703	4.7
	"37 years"	"37"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1334	8746703	15.3
	"37 years"	"37"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	27	8746703	0.3
	"37 years"	"37"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	64	8746703	0.7
	"37 years"	"37"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	196	8746703	2.2
	"37 years"	"37"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	109	8746703	1.2
	"37 years"	"37"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	376	8746703	4.3
	"37 years"	"37"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	1130	8746703	12.9
	"37 years"	"37"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	13132	8746703	150.1
	"38 years"	"38"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	326	8740167	3.7
	"38 years"	"38"	"Female"	"F"	"Neoplasms"	"C00-D48"	2089	8740167	23.9
	"38 years"	"38"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	84	8740167	1.0
	"38 years"	"38"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	622	8740167	7.1
	"38 years"	"38"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	305	8740167	3.5
	"38 years"	"38"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	324	8740167	3.7
	"38 years"	"38"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1649	8740167	18.9
	"38 years"	"38"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	393	8740167	4.5
	"38 years"	"38"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	902	8740167	10.3
	"38 years"	"38"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	41	8740167	0.5
	"38 years"	"38"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	123	8740167	1.4
	"38 years"	"38"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	182	8740167	2.1
	"38 years"	"38"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	237	8740167	2.7
	"38 years"	"38"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	85	8740167	1.0
	"38 years"	"38"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	232	8740167	2.7
	"38 years"	"38"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	697	8740167	8.0
	"38 years"	"38"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4655	8740167	53.3
	"38 years"	"38"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	472	8782607	5.4
	"38 years"	"38"	"Male"	"M"	"Neoplasms"	"C00-D48"	1540	8782607	17.5
	"38 years"	"38"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	85	8782607	1.0
	"38 years"	"38"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	924	8782607	10.5
	"38 years"	"38"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	700	8782607	8.0
	"38 years"	"38"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	438	8782607	5.0
	"38 years"	"38"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	3406	8782607	38.8
	"38 years"	"38"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	499	8782607	5.7
	"38 years"	"38"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1525	8782607	17.4
	"38 years"	"38"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	35	8782607	0.4
	"38 years"	"38"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	69	8782607	0.8
	"38 years"	"38"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	200	8782607	2.3
	"38 years"	"38"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	102	8782607	1.2
	"38 years"	"38"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	413	8782607	4.7
	"38 years"	"38"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	1163	8782607	13.2
	"38 years"	"38"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	13147	8782607	149.7
	"39 years"	"39"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	391	8617110	4.5
	"39 years"	"39"	"Female"	"F"	"Neoplasms"	"C00-D48"	2459	8617110	28.5
	"39 years"	"39"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	112	8617110	1.3
	"39 years"	"39"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	676	8617110	7.8
	"39 years"	"39"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	294	8617110	3.4
	"39 years"	"39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	360	8617110	4.2
	"39 years"	"39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1912	8617110	22.2
	"39 years"	"39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	446	8617110	5.2
	"39 years"	"39"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	974	8617110	11.3
	"39 years"	"39"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	40	8617110	0.5
	"39 years"	"39"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	121	8617110	1.4
	"39 years"	"39"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	204	8617110	2.4
	"39 years"	"39"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	211	8617110	2.4
	"39 years"	"39"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	78	8617110	0.9
	"39 years"	"39"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	226	8617110	2.6
	"39 years"	"39"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	734	8617110	8.5
	"39 years"	"39"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4540	8617110	52.7
	"39 years"	"39"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	560	8642133	6.5
	"39 years"	"39"	"Male"	"M"	"Neoplasms"	"C00-D48"	1758	8642133	20.3
	"39 years"	"39"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	122	8642133	1.4
	"39 years"	"39"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1074	8642133	12.4
	"39 years"	"39"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	712	8642133	8.2
	"39 years"	"39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	526	8642133	6.1
	"39 years"	"39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	3641	8642133	42.1
	"39 years"	"39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	493	8642133	5.7
	"39 years"	"39"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1538	8642133	17.8
	"39 years"	"39"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	31	8642133	0.4
	"39 years"	"39"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	61	8642133	0.7
	"39 years"	"39"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	205	8642133	2.4
	"39 years"	"39"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	78	8642133	0.9
	"39 years"	"39"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	413	8642133	4.8
	"39 years"	"39"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	1309	8642133	15.1
	"39 years"	"39"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	13164	8642133	152.3
	"40 years"	"40"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	422	8447995	5.0
	"40 years"	"40"	"Female"	"F"	"Neoplasms"	"C00-D48"	2502	8447995	29.6
	"40 years"	"40"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	98	8447995	1.2
	"40 years"	"40"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	663	8447995	7.8
	"40 years"	"40"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	366	8447995	4.3
	"40 years"	"40"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	354	8447995	4.2
	"40 years"	"40"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	2066	8447995	24.5
	"40 years"	"40"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	493	8447995	5.8
	"40 years"	"40"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	1026	8447995	12.1
	"40 years"	"40"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	18	8447995	Unreliable
	"40 years"	"40"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	114	8447995	1.3
	"40 years"	"40"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	207	8447995	2.5
	"40 years"	"40"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	199	8447995	2.4
	"40 years"	"40"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	84	8447995	1.0
	"40 years"	"40"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	218	8447995	2.6
	"40 years"	"40"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	848	8447995	10.0
	"40 years"	"40"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4388	8447995	51.9
	"40 years"	"40"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	575	8459385	6.8
	"40 years"	"40"	"Male"	"M"	"Neoplasms"	"C00-D48"	1966	8459385	23.2
	"40 years"	"40"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	106	8459385	1.3
	"40 years"	"40"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1130	8459385	13.4
	"40 years"	"40"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	807	8459385	9.5
	"40 years"	"40"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	508	8459385	6.0
	"40 years"	"40"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	4180	8459385	49.4
	"40 years"	"40"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	569	8459385	6.7
	"40 years"	"40"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1635	8459385	19.3
	"40 years"	"40"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	37	8459385	0.4
	"40 years"	"40"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	80	8459385	0.9
	"40 years"	"40"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	235	8459385	2.8
	"40 years"	"40"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	114	8459385	1.3
	"40 years"	"40"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	405	8459385	4.8
	"40 years"	"40"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	1359	8459385	16.1
	"40 years"	"40"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	12584	8459385	148.8
	"41 years"	"41"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	380	8254970	4.6
	"41 years"	"41"	"Female"	"F"	"Neoplasms"	"C00-D48"	2838	8254970	34.4
	"41 years"	"41"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	103	8254970	1.2
	"41 years"	"41"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	762	8254970	9.2
	"41 years"	"41"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	346	8254970	4.2
	"41 years"	"41"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	389	8254970	4.7
	"41 years"	"41"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	2226	8254970	27.0
	"41 years"	"41"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	529	8254970	6.4
	"41 years"	"41"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	1072	8254970	13.0
	"41 years"	"41"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	36	8254970	0.4
	"41 years"	"41"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	140	8254970	1.7
	"41 years"	"41"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	207	8254970	2.5
	"41 years"	"41"	"Female"	"F"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	153	8254970	1.9
	"41 years"	"41"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	85	8254970	1.0
	"41 years"	"41"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	218	8254970	2.6
	"41 years"	"41"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	912	8254970	11.0
	"41 years"	"41"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4296	8254970	52.0
	"41 years"	"41"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	599	8224450	7.3
	"41 years"	"41"	"Male"	"M"	"Neoplasms"	"C00-D48"	2176	8224450	26.5
	"41 years"	"41"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	102	8224450	1.2
	"41 years"	"41"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1211	8224450	14.7
	"41 years"	"41"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	735	8224450	8.9
	"41 years"	"41"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	491	8224450	6.0
	"41 years"	"41"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	4517	8224450	54.9
